Name,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Common,01/Common,InvBalD_Artifact_01_Common,ABILITY,1,1,1,Artifact_Part_Ability_Radiodead,,
Common,01/Common,InvBalD_Artifact_01_Common,ABILITY,1,1,1,Artifact_Part_Ability_Snowdrift,,
Common,01/Common,InvBalD_Artifact_01_Common,ABILITY,1,1,1,Artifact_Part_Ability_CausticCoast,,
Common,01/Common,InvBalD_Artifact_01_Common,ABILITY,1,1,1,Artifact_Part_Ability_FireStone,,
Common,01/Common,InvBalD_Artifact_01_Common,ABILITY,1,1,1,Artifact_Part_Ability_CryoStone,,
Common,01/Common,InvBalD_Artifact_01_Common,ABILITY,1,1,1,Artifact_Part_Ability_CorrosiveStone,,
Common,01/Common,InvBalD_Artifact_01_Common,ABILITY,1,1,1,Artifact_Part_Ability_ShockStone,,
Common,01/Common,InvBalD_Artifact_01_Common,ABILITY,1,1,1,Artifact_Part_Ability_RadiationStone,,
Common,01/Common,InvBalD_Artifact_01_Common,ABILITY,1,1,1,Artifact_Part_Ability_KnifeDrain,,
Common,01/Common,InvBalD_Artifact_01_Common,ABILITY,1,1,1,Artifact_Part_Ability_AtomBalm,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,RARITY,1,1,1,Artifact_Part_Rarity_Uncommon,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_RearEnder,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_BloodFrenzy,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_ElectricSlide,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_ElementalOrigin,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_FleshMelter,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_IceSpiker,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_Cauterizer,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_LootExpander,,"Artifact_Part_Rarity_Common, Artifact_Part_Rarity_Uncommon"
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_ShatterRig,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_FastHands,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_LastStand,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_HotDrop,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_MindMelt,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_SparkPlug,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_ToxicRevenger,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_Radiodead,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_Snowdrift,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_CausticCoast,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_FireStone,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_CryoStone,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_CorrosiveStone,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_ShockStone,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_RadiationStone,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_KnifeDrain,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,ABILITY,1,1,1,Artifact_Part_Ability_AtomBalm,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_DeadEye,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Greasy,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Breaching,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_HollowPoint,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_LongRange,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Hulking,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Grenadier,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Precision,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Quickdraw,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Loaded,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Stalwart,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Vigorous,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Asbestos,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Grounded,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Durable,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Insulated,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_LeadCoated,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Lustrous,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Brawler,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_LongLasting,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Unyielding,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Lucky,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Ravaging,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Hasty,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Zappy,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Melty,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Spicy,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Frozen,,
Uncommon,02/Uncommon,InvBalD_Artifact_02_Uncommon,PRIMARY,1,1,1,Artifact_Part_Stats_Contaminated,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,RARITY,1,1,1,Artifact_Part_Rarity_Rare,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_RearEnder,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_BloodFrenzy,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_ElectricSlide,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_ElementalOrigin,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_FleshMelter,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_IceSpiker,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_Cauterizer,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_LootExpander,,"Artifact_Part_Rarity_Common, Artifact_Part_Rarity_Uncommon"
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_ShatterRig,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_FastHands,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_LastStand,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_HotDrop,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_MindMelt,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_SparkPlug,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_ToxicRevenger,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_Radiodead,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_Snowdrift,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_CausticCoast,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_FireStone,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_CryoStone,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_CorrosiveStone,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_ShockStone,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_RadiationStone,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_KnifeDrain,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,ABILITY,1,1,1,Artifact_Part_Ability_AtomBalm,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_DeadEye,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Greasy,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Breaching,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_HollowPoint,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_LongRange,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Hulking,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Grenadier,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Precision,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Quickdraw,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Loaded,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Stalwart,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Vigorous,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Asbestos,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Grounded,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Durable,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Insulated,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_LeadCoated,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Lustrous,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Brawler,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_LongLasting,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Unyielding,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Lucky,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Ravaging,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Hasty,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Zappy,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Melty,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Spicy,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Frozen,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,PRIMARY,1,1,1,Artifact_Part_Stats_Contaminated,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_FireDamage_2,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_ShockDamage,,Artifact_Part_Stats_Zappy
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_CorrosiveDamage,,Artifact_Part_Stats_Melty
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_CryoDamage_2,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_RadiationDamage,,Artifact_Part_Stats_Melty
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_FireResist,,Artifact_Part_Stats_Asbestos
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_ShockResist,,Artifact_Part_Stats_Grounded
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_CorrosiveResist,,Artifact_Part_Stats_Durable
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_CryoResist,,Artifact_Part_Stats_Insulated
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_RadiationResist,,Artifact_Part_Stats_LeadCoated
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_FireDoTChance,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_ShockDoTChance,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_CorrosiveDoTChance,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_CryoEfficiency,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_RadiationDoTChance,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_Accuracy,,Artifact_Part_Stats_Precision
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_ReloadSpeed,,Artifact_Part_Stats_Quickdraw
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_MagazineSize,,"Artifact_Part_Stats_ATLAS, Artifact_Part_Stats_Jakobs1, Artifact_Part_Stats_Loaded, Artifact_Part_Stats_Tediore, Artifact_Part_Stats_Vladof"
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_MaxShieldCapacity,,Artifact_Part_Stats_Stalwart
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_ShieldRechargeDelay,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_ShieldRechargeRate,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_MaxHealth,,Artifact_Part_Stats_Vigorous
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_HealthRegen,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_Movespeed,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_MeleeDamage,,Artifact_Part_Stats_Ravaging
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_BleedoutMoveSpeed,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_BleedoutDuration,,Artifact_Part_Stats_Unyielding
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_XPMultiplier,,
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_AreaDamage,,Artifact_Part_Stats_Ravaging
Rare,03/Rare,InvBalD_Artifact_03_Rare,SECONDARY,1,1,1,Artifact_Part_Stats_ActionSkillCooldown,,Artifact_Part_Stats_LongLasting
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,RARITY,1,1,1,Artifact_Part_Rarity_VeryRare,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_RearEnder,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_BloodFrenzy,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_ElectricSlide,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_ElementalOrigin,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_FleshMelter,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_IceSpiker,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_Cauterizer,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_LootExpander,,"Artifact_Part_Rarity_Common, Artifact_Part_Rarity_Uncommon"
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_ShatterRig,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_FastHands,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_LastStand,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_HotDrop,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_MindMelt,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_SparkPlug,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_ToxicRevenger,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_Radiodead,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_Snowdrift,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_CausticCoast,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_FireStone,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_CryoStone,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_CorrosiveStone,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_ShockStone,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_RadiationStone,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_KnifeDrain,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,ABILITY,1,1,1,Artifact_Part_Ability_AtomBalm,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_DeadEye,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Greasy,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Breaching,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_HollowPoint,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_LongRange,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Hulking,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Grenadier,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Precision,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Quickdraw,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Loaded,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Stalwart,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Vigorous,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Asbestos,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Grounded,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Durable,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Insulated,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_LeadCoated,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Lustrous,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Brawler,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_LongLasting,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Unyielding,,
Very Rare,04/Very Rare,InvBalD_Artifact_04_VeryRare,PRIMARY,1,1,1,Artifact_Part_Stats_Lucky,,
