Character/Name,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Vladof_WeaponReloadSpeed,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Vladof_WeaponAccuracy,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Torgue_WeaponDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Torgue_WeaponReloadSpeed,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Torgue_WeaponAccuracy,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Torgue_WeaponProjectileSpeed,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Tediore_WeaponReloadSpeed,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Tediore_WeaponAccuracy,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Tediore_WeaponDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Tediore_WeaponFireRate,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Maliwan_WeaponDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Maliwan_WeaponFireRate,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Maliwan_WeaponAccuracy,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Maliwan_WeaponReloadSpeed,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Jakobs_WeaponCriticalDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Jakobs_WeaponDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Jakobs_WeaponReloadSpeed,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Jakobs_WeaponAccuracy,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_CoV_WeaponFireRate,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_CoV_WeaponDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_CoV_WeaponAccuracy,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Hyperion_WeaponCriticalDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Hyperion_WeaponDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Hyperion_WeaponFireRate,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Hyperion_WeaponReloadSpeed,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_Maliwan_WeaponAccuracy,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_DAHL_WeaponReloadSpeed,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_DAHL_WeaponAccuracy,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_DAHL_WeaponDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_DAHL_WeaponCriticalDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_DAHL_WeaponFireRate,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_ATLAS_WeaponFireRate,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_ATLAS_WeaponReloadSpeed,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_ATLAS_WeaponDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_ATLAS_WeaponCriticalDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,PRIMARY,0,1,1,ClassMod_Part_Stat_Primary_ActionSkillDamage,,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond11,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond11,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond11,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond2,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_02_Divergent, ClassMod_Part_Mod_Beastmaster_04_Whistleblower",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond2,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_02_Divergent, ClassMod_Part_Mod_Beastmaster_04_Whistleblower",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond2,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_02_Divergent, ClassMod_Part_Mod_Beastmaster_04_Whistleblower",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond2,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_02_Divergent, ClassMod_Part_Mod_Beastmaster_04_Whistleblower",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond2,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_02_Divergent, ClassMod_Part_Mod_Beastmaster_04_Whistleblower",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond3,"ClassMod_Part_Mod_Beastmaster_05_DARPAW, ClassMod_Part_Mod_Beastmaster_06_Overdriven",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond3,"ClassMod_Part_Mod_Beastmaster_05_DARPAW, ClassMod_Part_Mod_Beastmaster_06_Overdriven",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond3,"ClassMod_Part_Mod_Beastmaster_05_DARPAW, ClassMod_Part_Mod_Beastmaster_06_Overdriven",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond3,"ClassMod_Part_Mod_Beastmaster_05_DARPAW, ClassMod_Part_Mod_Beastmaster_06_Overdriven",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond3,"ClassMod_Part_Mod_Beastmaster_05_DARPAW, ClassMod_Part_Mod_Beastmaster_06_Overdriven",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond4,"ClassMod_Part_Beastmaster_Unique_04_DE4DEYE, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond4,"ClassMod_Part_Beastmaster_Unique_04_DE4DEYE, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond4,"ClassMod_Part_Beastmaster_Unique_04_DE4DEYE, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond4,"ClassMod_Part_Beastmaster_Unique_04_DE4DEYE, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond4,"ClassMod_Part_Beastmaster_Unique_04_DE4DEYE, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond7,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_05_DARPAW, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond7,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_05_DARPAW, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond7,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_05_DARPAW, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond7,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_05_DARPAW, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Bond7,"ClassMod_Part_Beastmaster_Unique_05_RakkCommander, ClassMod_Part_Beastmaster_Unique_06_RedFang, ClassMod_Part_Beastmaster_Unique_07_BlueFang, ClassMod_Part_Mod_Beastmaster_05_DARPAW, ClassMod_Part_Mod_Beastmaster_10_Botmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_DangerousGame,"ClassMod_Part_Beastmaster_Unique_03_BountyHunter, ClassMod_Part_Mod_Beastmaster_07_Thrillbotting",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_DangerousGame,"ClassMod_Part_Beastmaster_Unique_03_BountyHunter, ClassMod_Part_Mod_Beastmaster_07_Thrillbotting",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_DangerousGame,"ClassMod_Part_Beastmaster_Unique_03_BountyHunter, ClassMod_Part_Mod_Beastmaster_07_Thrillbotting",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_FastAndFurry,"ClassMod_Part_Mod_Beastmaster_01_QuickCharge, ClassMod_Part_Mod_Beastmaster_03_Bushmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_FastAndFurry,"ClassMod_Part_Mod_Beastmaster_01_QuickCharge, ClassMod_Part_Mod_Beastmaster_03_Bushmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_FastAndFurry,"ClassMod_Part_Mod_Beastmaster_01_QuickCharge, ClassMod_Part_Mod_Beastmaster_03_Bushmaster",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Frenzy,ClassMod_Part_Beastmaster_Unique_03_BountyHunter,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Frenzy,ClassMod_Part_Beastmaster_Unique_03_BountyHunter,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Frenzy,ClassMod_Part_Beastmaster_Unique_03_BountyHunter,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Frenzy,ClassMod_Part_Beastmaster_Unique_03_BountyHunter,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_Frenzy,ClassMod_Part_Beastmaster_Unique_03_BountyHunter,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_FullTank,"ClassMod_Part_Beastmaster_Unique_04_DE4DEYE, ClassMod_Part_Mod_Beastmaster_06_Overdriven, ClassMod_Part_Mod_Beastmaster_09_Headcase",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_FullTank,"ClassMod_Part_Beastmaster_Unique_04_DE4DEYE, ClassMod_Part_Mod_Beastmaster_06_Overdriven, ClassMod_Part_Mod_Beastmaster_09_Headcase",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_FullTank,"ClassMod_Part_Beastmaster_Unique_04_DE4DEYE, ClassMod_Part_Mod_Beastmaster_06_Overdriven, ClassMod_Part_Mod_Beastmaster_09_Headcase",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_GeneticLink,ClassMod_Part_Mod_Beastmaster_02_Divergent,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_GeneticLink,ClassMod_Part_Mod_Beastmaster_02_Divergent,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_GeneticLink,ClassMod_Part_Mod_Beastmaster_02_Divergent,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_GotThisForYou,"ClassMod_Part_Beastmaster_Unique_01_Friendbot, ClassMod_Part_Mod_Beastmaster_04_Whistleblower",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_HeadCount,"ClassMod_Part_Beastmaster_Unique_02_CosmicStalker, ClassMod_Part_Mod_Beastmaster_07_Thrillbotting",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_HeadCount,"ClassMod_Part_Beastmaster_Unique_02_CosmicStalker, ClassMod_Part_Mod_Beastmaster_07_Thrillbotting",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_HeadCount,"ClassMod_Part_Beastmaster_Unique_02_CosmicStalker, ClassMod_Part_Mod_Beastmaster_07_Thrillbotting",
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_HR1,ClassMod_Part_Mod_Beastmaster_08_TurboCharged,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_HR1,ClassMod_Part_Mod_Beastmaster_08_TurboCharged,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_HR1,ClassMod_Part_Mod_Beastmaster_08_TurboCharged,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_HR1,ClassMod_Part_Mod_Beastmaster_08_TurboCharged,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_HR1,ClassMod_Part_Mod_Beastmaster_08_TurboCharged,
Beastmaster,01/Common,InvBalD_ClassMod_Beastmaster_01_Common,SKILLS,1,1,1,ClassMod_Part_Skill_BeastMaster_HR2,ClassMod_Part_Mod_Beastmaster_04_Whistleblower,
